date,company,open_price,high_price,low_price,close_price,volume,market_sentiment,daily_return,price_range,month,year
2017-06-10,Meta,1170.45,1470.72,1421.48,1022.24,22416875,Bearish,-12.281183496945147,49.24000000000001,2017-06,2017
2017-07-10,Meta,664.59,1022.89,1014.32,352.08,11690363,Bullish,-65.55799029582094,8.569999999999936,2017-07,2017
2017-07-11,Meta,483.58,561.14,398.21,882.68,46088374,Bearish,150.70438536696207,162.93,2017-07,2017
2017-07-22,Meta,221.88,457.6,659.17,552.32,47771761,Bearish,-37.42692708569356,-201.56999999999994,2017-07,2017
2017-07-31,Meta,551.93,377.28,469.74,1352.13,48244857,Bearish,144.80916859791427,-92.46000000000004,2017-07,2017
2017-08-19,Meta,356.03,924.39,857.2,580.97,30780505,Bullish,-57.03297759830785,67.18999999999994,2017-08,2017
2017-08-24,Meta,359.62,545.23,210.39,87.29,11980226,Bearish,-84.97512780350104,334.84000000000003,2017-08,2017
2017-08-26,Meta,392.76,1047.35,326.7,626.71,23041861,Neutral,617.963111467522,720.6499999999999,2017-08,2017
2017-08-31,Meta,180.12,1155.83,249.86,1361.68,3852187,Neutral,117.27433741283848,905.9699999999999,2017-08,2017
2017-09-04,Meta,405.54,532.46,396.31,577.19,6286884,Bullish,-57.61192056870924,136.15000000000003,2017-09,2017
2017-09-24,Meta,306.11,1212.87,495.21,709.46,39515361,Bearish,22.916197439318076,717.6599999999999,2017-09,2017
2017-10-05,Meta,649.31,728.93,1310.09,132.0,36321555,Bullish,-81.39429989005723,-581.16,2017-10,2017
2017-10-06,Meta,290.84,386.38,505.96,1211.63,30803211,Bullish,817.9015151515152,-119.57999999999998,2017-10,2017
2017-10-31,Meta,262.34,553.66,567.26,832.33,20917448,Bullish,-31.304936325445887,-13.600000000000023,2017-10,2017
2017-11-01,Meta,1352.83,867.85,377.26,1422.15,32799406,Neutral,70.86371991878222,490.59000000000003,2017-11,2017
2017-11-14,Meta,946.81,491.88,244.86,434.55,9153805,Neutral,-69.44415146081637,247.01999999999998,2017-11,2017
2017-11-19,Meta,877.5,134.78,67.54,740.04,5699479,Bullish,70.30031066620641,67.24,2017-11,2017
2017-11-20,Meta,98.39,957.81,1202.86,769.77,37467084,Bearish,4.017350413491161,-245.04999999999995,2017-11,2017
2017-11-24,Meta,1408.0,686.82,189.43,1263.18,36689260,Bullish,64.09836704470169,497.39000000000004,2017-11,2017
2017-12-08,Meta,700.99,500.57,120.17,1482.12,14055055,Bearish,17.332446682183054,380.4,2017-12,2017
2017-12-09,Meta,1114.9,219.23,351.69,1092.44,3931285,Bullish,-26.292068118640856,-132.46,2017-12,2017
2017-12-17,Meta,1481.65,1427.13,815.89,1322.34,34765879,Bearish,21.044634030244215,611.2400000000001,2017-12,2017
2018-01-01,Meta,1457.59,1307.59,552.49,863.35,26343215,Bearish,-34.71043755766292,755.0999999999999,2018-01,2018
2018-01-04,Meta,1165.66,437.16,339.55,561.48,27599037,Bearish,-34.964962066369374,97.61000000000001,2018-01,2018
2018-01-07,Meta,647.74,1326.05,520.4,749.06,38544996,Bearish,33.40813564151883,805.65,2018-01,2018
2018-01-28,Meta,1028.73,602.93,412.73,937.88,4541840,Bullish,25.20759351720825,190.19999999999993,2018-01,2018
2018-02-08,Meta,264.82,1187.32,322.54,745.28,10038761,Bearish,-20.5356762059112,864.78,2018-02,2018
2018-02-17,Meta,570.19,511.87,1345.35,1393.03,21003289,Bearish,86.91364319450408,-833.4799999999999,2018-02,2018
2018-02-20,Meta,1496.07,207.89,410.47,1208.15,28484462,Bearish,-13.271788834411314,-202.58000000000004,2018-02,2018
2018-02-23,Meta,100.11,1036.83,1216.0,204.18,12066233,Neutral,-83.09978065637546,-179.17000000000007,2018-02,2018
2018-02-28,Meta,1241.62,1479.36,209.68,577.21,37508548,Bullish,182.69664021941426,1269.6799999999998,2018-02,2018
2018-03-04,Meta,704.61,344.14,1423.8,631.28,21053668,Bearish,9.36747457597753,-1079.6599999999999,2018-03,2018
2018-03-14,Meta,1223.96,909.13,1044.97,82.4,33738415,Bullish,-86.9471549866937,-135.84000000000003,2018-03,2018
2018-03-17,Meta,195.73,726.29,1279.36,552.35,23787802,Bullish,570.3276699029126,-553.0699999999999,2018-03,2018
2018-03-18,Meta,918.94,1400.88,48.3,967.26,27262538,Bearish,75.11722639630669,1352.5800000000002,2018-03,2018
2018-04-03,Meta,694.18,634.01,271.1,1483.22,49036825,Bearish,53.34243119740299,362.90999999999997,2018-04,2018
2018-04-18,Meta,320.88,1440.82,427.69,59.34,29985475,Neutral,-95.99924488612614,1013.1299999999999,2018-04,2018
2018-04-28,Meta,813.25,111.84,1280.59,193.86,7211728,Bullish,226.69362992922143,-1168.75,2018-04,2018
2018-05-02,Meta,1218.72,164.31,596.09,1336.23,47894286,Bearish,589.2757660167131,-431.78000000000003,2018-05,2018
2018-05-03,Meta,98.06,839.44,250.35,1440.1,4420775,Neutral,7.773362370250614,589.09,2018-05,2018
2018-05-05,Meta,1143.66,1060.03,167.44,142.5,45524166,Neutral,-90.10485382959517,892.5899999999999,2018-05,2018
2018-05-06,Meta,261.51,70.76,1170.38,104.97,1079104,Bearish,-26.33684210526316,-1099.6200000000001,2018-05,2018
2018-05-09,Meta,1196.04,654.69,1165.83,331.09,184955,Bullish,215.41392778889207,-511.1399999999999,2018-05,2018
2018-05-11,Meta,813.08,1187.65,1397.72,171.54,12699993,Bullish,-48.18931408378386,-210.06999999999994,2018-05,2018
2018-05-22,Meta,879.91,444.18,145.95,1343.49,45403638,Bullish,683.1934242742218,298.23,2018-05,2018
2018-05-23,Meta,848.38,1489.04,1094.29,642.29,49591000,Bearish,-52.192424208591056,394.75,2018-05,2018
2018-06-12,Meta,669.7,701.29,1013.96,86.97,41172611,Bullish,-86.45938750408693,-312.6700000000001,2018-06,2018
2018-06-16,Meta,786.81,1065.58,1209.75,734.82,39432401,Bullish,744.9120386340118,-144.17000000000007,2018-06,2018
2018-06-20,Meta,1094.71,1157.57,592.69,539.9,27264588,Neutral,-26.526224109305684,564.8799999999999,2018-06,2018
2018-06-28,Meta,272.8,436.5,846.16,1198.94,45410994,Bearish,122.06704945360252,-409.65999999999997,2018-06,2018
2018-06-30,Meta,1008.88,696.69,1160.47,677.62,38704698,Bullish,-43.48174220561496,-463.78,2018-06,2018
2018-07-06,Meta,794.82,1317.02,837.66,732.64,45582255,Neutral,8.119595053274686,479.36,2018-07,2018
2018-07-13,Meta,715.35,1314.09,993.07,1437.61,20425380,Neutral,96.22324743393753,321.01999999999987,2018-07,2018
2018-07-22,Meta,874.97,75.85,658.36,734.59,22456072,Bullish,-48.90199706457244,-582.51,2018-07,2018
2018-07-25,Meta,1221.75,207.85,238.1,1192.09,27776606,Bullish,62.279638982289434,-30.25,2018-07,2018
2018-08-19,Meta,1014.48,454.04,1101.87,1378.54,27688564,Bearish,15.640597605885475,-647.8299999999999,2018-08,2018
2018-08-23,Meta,648.75,534.42,1077.26,402.38,315586,Bearish,-70.81114802617262,-542.84,2018-08,2018
2018-08-24,Meta,338.58,567.83,304.99,962.44,38388739,Bearish,139.18683831204336,262.84000000000003,2018-08,2018
2018-09-02,Meta,1396.95,215.92,238.73,243.52,19908573,Bullish,-74.69764348946428,-22.810000000000002,2018-09,2018
2018-09-09,Meta,207.3,160.5,677.04,971.56,37738947,Bearish,298.9651773981603,-516.54,2018-09,2018
2018-09-13,Meta,818.36,776.11,972.23,473.9,40554801,Bearish,-51.222775742105476,-196.12,2018-09,2018
2018-09-26,Meta,1474.45,738.55,897.83,415.95,40412252,Bullish,-12.228318210592947,-159.2800000000001,2018-09,2018
2018-09-27,Meta,228.64,887.64,145.05,260.3,6113365,Bullish,-37.42036302440197,742.5899999999999,2018-09,2018
2018-09-30,Meta,1435.51,117.17,1447.66,799.86,12994761,Bullish,207.28390318862847,-1330.49,2018-09,2018
2018-10-01,Meta,738.24,1122.72,580.98,819.25,7879258,Neutral,2.424174230490328,541.74,2018-10,2018
2018-10-08,Meta,744.47,1527.1,1067.26,833.39,2330904,Neutral,1.7259688739700962,459.8399999999999,2018-10,2018
2018-10-16,Meta,1193.26,1341.68,685.28,471.76,18104785,Neutral,-43.392649299847605,656.4000000000001,2018-10,2018
2018-10-29,Meta,1454.91,1168.9,1303.62,1468.67,7019556,Neutral,211.31719518399188,-134.7199999999998,2018-10,2018
2018-10-31,Meta,102.72,1081.45,1304.93,689.53,48552621,Bullish,-53.05071935833101,-223.48000000000002,2018-10,2018
2018-11-07,Meta,623.62,549.63,215.04,825.98,23870339,Bearish,19.78884167476398,334.59000000000003,2018-11,2018
2018-11-16,Meta,1168.94,1087.0,1116.05,553.75,16487819,Neutral,-32.958425143465945,-29.049999999999955,2018-11,2018
2018-11-29,Meta,327.44,691.96,867.42,1286.56,22296810,Bearish,132.3358916478555,-175.45999999999992,2018-11,2018
2018-12-05,Meta,446.25,1088.24,877.04,991.25,48586050,Bearish,-22.953457281432655,211.20000000000005,2018-12,2018
2018-12-06,Meta,1234.63,66.49,345.83,1102.95,33630065,Bearish,11.268600252206816,-279.34,2018-12,2018
2018-12-18,Meta,942.69,1217.09,215.88,1155.93,28642526,Bearish,4.803481572147428,1001.2099999999999,2018-12,2018
2018-12-25,Meta,237.8,1082.18,302.83,324.1,1654906,Bearish,-71.96197001548536,779.3500000000001,2018-12,2018
2018-12-28,Meta,126.33,137.49,381.09,749.52,41133151,Neutral,131.2619561863622,-243.59999999999997,2018-12,2018
2018-12-30,Meta,900.82,900.56,1303.25,1458.37,17289156,Bullish,94.57386060411996,-402.69000000000005,2018-12,2018
2019-01-03,Meta,1073.59,1439.17,242.66,1303.46,36940443,Bullish,-10.622132929229199,1196.51,2019-01,2019
2019-01-07,Meta,739.85,832.54,46.03,622.98,26718283,Bullish,-52.20566799134612,786.51,2019-01,2019
2019-01-09,Meta,697.14,626.24,510.34,1369.42,734059,Bearish,119.81765064689074,115.90000000000003,2019-01,2019
2019-01-20,Meta,1060.76,1185.22,1105.83,1085.24,113561,Bearish,-20.751851148661483,79.3900000000001,2019-01,2019
2019-01-25,Meta,383.25,1334.01,285.03,1436.81,13407388,Bullish,32.395599130146316,1048.98,2019-01,2019
2019-02-04,Meta,260.36,1481.89,336.7,141.92,2550915,Neutral,-90.12256317815161,1145.19,2019-02,2019
2019-02-05,Meta,841.01,541.55,1125.44,803.76,5215928,Neutral,466.3472378804961,-583.8900000000001,2019-02,2019
2019-02-07,Meta,400.84,969.76,402.6,250.15,7163414,Bearish,-68.87752562954115,567.16,2019-02,2019
2019-02-11,Meta,713.83,1419.55,442.13,1098.15,1272001,Bullish,338.9966020387767,977.42,2019-02,2019
2019-02-25,Meta,1150.01,1216.27,168.55,429.75,21665257,Bearish,-60.86600191230707,1047.72,2019-02,2019
2019-02-27,Meta,773.64,563.94,620.24,1053.7,26080673,Bearish,145.18906340895873,-56.299999999999955,2019-02,2019
2019-03-02,Meta,491.86,1428.8,269.67,534.94,29541840,Bullish,-49.23222928727341,1159.1299999999999,2019-03,2019
2019-03-16,Meta,541.13,1472.18,67.38,468.17,40899413,Neutral,-12.481773656858719,1404.8000000000002,2019-03,2019
2019-03-22,Meta,1162.87,1238.8,389.91,226.53,27954671,Neutral,-51.613730055321795,848.8899999999999,2019-03,2019
2019-04-05,Meta,835.83,716.55,639.38,284.89,47079331,Bearish,25.762592151149953,77.16999999999996,2019-04,2019
2019-04-07,Meta,1081.82,131.39,345.64,651.65,30885117,Bullish,128.73740742040786,-214.25,2019-04,2019
2019-04-08,Meta,677.67,268.16,718.6,351.51,39996225,Neutral,-46.058466968464664,-450.44,2019-04,2019
2019-04-10,Meta,491.1,866.76,626.9,673.56,6270714,Neutral,91.61901510625586,239.86,2019-04,2019
2019-04-13,Meta,815.93,1415.0,1444.09,663.01,22778604,Neutral,-1.5663044123760295,-29.089999999999918,2019-04,2019
2019-04-18,Meta,965.91,80.34,978.07,221.75,38685395,Bullish,-66.55404895853758,-897.73,2019-04,2019
2019-04-26,Meta,774.06,1297.05,816.31,199.67,26035120,Neutral,-9.957158962795942,480.74,2019-04,2019
2019-04-27,Meta,1119.04,385.19,577.86,1074.68,13575795,Neutral,438.2280763259379,-192.67000000000002,2019-04,2019
2019-04-30,Meta,460.15,1403.68,692.8,1449.81,7712645,Bearish,34.90620463765956,710.8800000000001,2019-04,2019
2019-05-07,Meta,1347.71,1132.25,69.76,1374.26,175963,Neutral,-5.211027651899213,1062.49,2019-05,2019
2019-05-09,Meta,1188.45,1216.81,1036.48,993.35,22684812,Bullish,-27.717462488903124,180.32999999999993,2019-05,2019
2019-05-18,Meta,99.1,1082.75,1028.93,1227.17,39184344,Bearish,23.538531232697444,53.819999999999936,2019-05,2019
2019-05-21,Meta,783.62,492.72,1358.82,502.61,16842311,Bearish,-59.04316435375703,-866.0999999999999,2019-05,2019
2019-05-30,Meta,194.18,294.89,163.17,442.19,13050309,Bullish,-12.02124907980343,131.72,2019-05,2019
2019-06-10,Meta,567.96,95.27,94.5,189.88,47969022,Bullish,-57.0591827042674,0.769999999999996,2019-06,2019
2019-06-21,Meta,912.28,1110.57,586.73,354.39,29958149,Bearish,86.63892985043185,523.8399999999999,2019-06,2019
2019-06-24,Meta,981.32,1532.74,1115.33,734.29,42700973,Bullish,107.19828437596996,417.4100000000001,2019-06,2019
2019-06-26,Meta,1236.26,1262.73,885.9,687.61,26191442,Neutral,-6.357161339525252,376.83000000000004,2019-06,2019
2019-07-01,Meta,786.34,604.41,347.29,91.75,9833045,Neutral,-86.65668038568374,257.11999999999995,2019-07,2019
2019-07-02,Meta,494.09,1414.28,1158.38,1323.03,7728402,Neutral,1341.9945504087193,255.89999999999986,2019-07,2019
2019-07-05,Meta,1479.91,1390.0,921.57,545.08,13213460,Bullish,-58.80063188287491,468.42999999999995,2019-07,2019
2019-07-13,Meta,1452.12,103.52,1334.78,1001.08,7202662,Bearish,83.65744477874806,-1231.26,2019-07,2019
2019-07-16,Meta,378.13,62.85,688.04,633.21,44255740,Bullish,-36.747312902065765,-625.1899999999999,2019-07,2019
2019-07-19,Meta,779.93,487.25,730.0,189.51,20142686,Neutral,-70.07154024731133,-242.75,2019-07,2019
2019-07-25,Meta,1480.19,676.12,1264.95,958.43,42009158,Bullish,405.74112184053615,-588.83,2019-07,2019
2019-07-28,Meta,503.46,692.13,944.09,1120.6,28429410,Bearish,16.920380205127138,-251.96000000000004,2019-07,2019
2019-07-30,Meta,243.16,1061.7,1264.71,1436.17,41909665,Bearish,28.16080671069072,-203.01,2019-07,2019
2019-07-31,Meta,997.79,1262.75,1252.5,1169.27,8152597,Bullish,-18.584150901355688,10.25,2019-07,2019
2019-08-22,Meta,525.07,724.3,351.85,744.96,6447263,Bearish,-36.28845347952141,372.44999999999993,2019-08,2019
2019-08-24,Meta,605.51,409.98,1273.7,208.2,1160205,Bullish,-72.0521907216495,-863.72,2019-08,2019
2019-09-15,Meta,572.46,761.2,918.48,1335.87,6963332,Bullish,541.6282420749279,-157.27999999999997,2019-09,2019
2019-09-21,Meta,1139.6,634.6,234.23,695.71,25383818,Bearish,-47.92083061974593,400.37,2019-09,2019
2019-09-27,Meta,399.66,424.1,824.27,1333.84,18813569,Bearish,91.72356297882736,-400.16999999999996,2019-09,2019
2019-10-10,Meta,914.38,1101.68,509.53,1089.94,39092849,Bearish,-18.285551490433626,592.1500000000001,2019-10,2019
2019-10-25,Meta,865.63,1233.76,1084.18,669.43,37496546,Neutral,-38.58102280859498,149.57999999999993,2019-10,2019
2019-11-02,Meta,900.61,556.62,777.08,993.7,48873197,Neutral,48.43971737149517,-220.46000000000004,2019-11,2019
2019-11-04,Meta,698.87,1137.25,1436.02,60.21,14884252,Bearish,-93.94082721143202,-298.77,2019-11,2019
2019-11-18,Meta,847.82,1389.34,229.74,1099.66,31006570,Neutral,1726.3743564191993,1159.6,2019-11,2019
2019-12-03,Meta,228.03,109.8,116.99,1391.62,29821856,Neutral,26.55002455304365,-7.189999999999998,2019-12,2019
2019-12-05,Meta,308.39,1238.45,1145.63,892.69,43758628,Bearish,-35.85245972320029,92.81999999999994,2019-12,2019
2019-12-09,Meta,636.8,1257.52,637.62,471.54,17593479,Neutral,-47.17763165264538,619.9,2019-12,2019
2019-12-14,Meta,1077.57,428.14,948.25,595.47,47430932,Bullish,26.281969716248877,-520.11,2019-12,2019
2019-12-15,Meta,738.95,265.81,157.71,257.61,29764086,Bearish,-56.738374729205496,108.1,2019-12,2019
2019-12-16,Meta,1059.45,992.04,1347.23,1238.59,34829782,Neutral,380.80043476573104,-355.19000000000005,2019-12,2019
2019-12-20,Meta,273.31,1296.48,1260.39,1489.67,39355382,Bullish,20.27143768317201,36.08999999999992,2019-12,2019
2019-12-24,Meta,970.33,1104.54,1430.16,745.97,24566351,Bullish,-49.9238086287567,-325.6200000000001,2019-12,2019
2019-12-29,Meta,433.86,1314.72,250.89,84.9,9704194,Bearish,-88.6188452618738,1063.83,2019-12,2019
2020-01-08,Meta,186.52,687.83,1115.02,883.1,22104851,Neutral,940.1648998822143,-427.18999999999994,2020-01,2020
2020-01-18,Meta,1237.63,1025.95,651.58,1086.08,26489570,Bullish,22.98493941795945,374.37,2020-01,2020
2020-01-20,Meta,1170.0,497.54,939.55,1066.1,45607680,Neutral,-1.839643488509135,-442.00999999999993,2020-01,2020
2020-02-18,Meta,919.32,1175.23,130.97,437.59,21831585,Bearish,-58.95413188256261,1044.26,2020-02,2020
2020-02-19,Meta,1268.88,492.51,926.6,660.89,34654779,Bearish,51.029502502342375,-434.09000000000003,2020-02,2020
2020-02-20,Meta,1261.82,1050.35,1117.49,936.29,4614299,Neutral,41.6710799073976,-67.1400000000001,2020-02,2020
2020-02-25,Meta,250.1,456.49,1237.17,1199.45,13715595,Bullish,28.106676350276103,-780.6800000000001,2020-02,2020
2020-02-26,Meta,159.86,239.73,580.95,1358.08,46283251,Bearish,13.225228229605236,-341.22,2020-02,2020
2020-02-28,Meta,770.89,663.15,651.86,845.85,38551073,Bullish,-37.71721842601319,11.289999999999964,2020-02,2020
2020-03-04,Meta,365.02,1202.38,1085.95,765.25,27731711,Bullish,-9.528876278299936,116.43000000000006,2020-03,2020
2020-03-13,Meta,215.55,1341.45,1041.88,817.31,10310236,Bullish,6.803005553740604,299.56999999999994,2020-03,2020
2020-03-26,Meta,1166.82,124.59,127.01,429.27,16627222,Neutral,-47.47770123943179,-2.4200000000000017,2020-03,2020
2020-03-30,Meta,241.37,1377.45,519.77,1492.92,47118493,Bearish,247.7811167796492,857.6800000000001,2020-03,2020
2020-04-04,Meta,1486.49,271.03,337.99,1095.2,49401248,Bearish,-26.640409399030084,-66.96000000000004,2020-04,2020
2020-04-05,Meta,909.43,1089.31,341.75,1044.32,310070,Bullish,-4.645726807888984,747.56,2020-04,2020
2020-04-10,Meta,1311.99,145.62,812.64,137.87,41719376,Bullish,-86.79810785965986,-667.02,2020-04,2020
2020-04-13,Meta,1162.1,707.07,1076.75,904.43,39056390,Bearish,556.0020308986726,-369.67999999999995,2020-04,2020
2020-04-16,Meta,600.54,317.92,1053.15,815.17,39415147,Neutral,-9.869199385248162,-735.23,2020-04,2020
2020-04-19,Meta,941.43,309.89,1398.73,722.66,19416438,Neutral,-11.34855306255137,-1088.8400000000001,2020-04,2020
2020-04-20,Meta,1299.06,735.34,1123.55,337.18,12478440,Bearish,-53.34182049649905,-388.2099999999999,2020-04,2020
2020-05-16,Meta,1403.95,849.63,1290.57,1474.17,13775260,Bullish,337.2056468355181,-440.93999999999994,2020-05,2020
2020-05-24,Meta,337.64,525.53,1092.12,1280.36,46586250,Bullish,-13.147059023043484,-566.5899999999999,2020-05,2020
2020-05-27,Meta,1059.45,704.24,163.25,978.37,29449793,Bearish,-23.586335093255016,540.99,2020-05,2020
2020-05-28,Meta,1331.31,1207.52,518.41,1221.64,17553000,Neutral,24.864826190500544,689.11,2020-05,2020
2020-06-04,Meta,1288.22,743.66,263.2,298.44,4440578,Bearish,-75.57054451393209,480.46,2020-06,2020
2020-06-12,Meta,602.1,402.19,1075.68,699.17,27616067,Neutral,134.2748961265246,-673.49,2020-06,2020
2020-07-03,Meta,1047.01,1289.56,1271.87,252.43,49410590,Neutral,-63.89576211793984,17.690000000000055,2020-07,2020
2020-07-18,Meta,1266.11,619.32,144.56,1263.13,9558357,Neutral,400.38822643901284,474.76000000000005,2020-07,2020
2020-08-09,Meta,843.51,450.44,880.57,1273.54,3966756,Bullish,0.824143199828975,-430.13000000000005,2020-08,2020
2020-08-14,Meta,788.39,261.0,496.87,1259.16,40990664,Bullish,-1.1291361087990892,-235.87,2020-08,2020
2020-08-16,Meta,576.13,231.53,879.85,1230.41,12520759,Neutral,-2.283268210553069,-648.32,2020-08,2020
2020-08-22,Meta,928.11,982.56,739.86,899.97,12990807,Bullish,-26.856088620866213,242.69999999999993,2020-08,2020
2020-08-24,Meta,1021.91,316.01,540.53,55.89,2164982,Neutral,-93.78979299309978,-224.51999999999998,2020-08,2020
2020-08-30,Meta,1284.14,558.26,908.46,167.46,30449398,Bearish,199.6242619431025,-350.20000000000005,2020-08,2020
2020-09-04,Meta,568.75,891.38,303.12,332.5,30256543,Bullish,98.55487877702136,588.26,2020-09,2020
2020-09-09,Meta,60.82,920.25,690.03,117.23,12550231,Neutral,-64.74285714285715,230.22000000000003,2020-09,2020
2020-09-21,Meta,90.78,418.7,780.54,969.7,23126240,Bullish,727.1773436833575,-361.84,2020-09,2020
2020-09-29,Meta,546.67,112.46,217.02,875.9,34563125,Bullish,-9.67309477157885,-104.56000000000002,2020-09,2020
2020-10-02,Meta,375.77,1262.2,1219.14,260.36,33701866,Bullish,-70.27514556456215,43.059999999999945,2020-10,2020
2020-10-05,Meta,272.19,885.83,235.92,277.96,36784784,Neutral,6.759870947918256,649.9100000000001,2020-10,2020
2020-10-06,Meta,650.42,512.75,718.46,579.85,35399969,Bearish,108.60915239602824,-205.71000000000004,2020-10,2020
2020-10-08,Meta,283.99,1473.03,969.1,861.29,36534467,Bullish,48.53669052341121,503.92999999999995,2020-10,2020
2020-10-11,Meta,1348.11,282.69,233.5,1384.66,12715334,Bearish,60.7658280021828,49.19,2020-10,2020
2020-10-15,Meta,1236.42,1219.66,1181.81,648.36,29085948,Bearish,-53.17550878916124,37.850000000000136,2020-10,2020
2020-10-17,Meta,1068.72,577.45,547.39,1316.51,49978419,Bearish,103.05231661422667,30.06000000000006,2020-10,2020
2020-10-19,Meta,208.86,1331.04,1339.15,422.02,46915310,Neutral,-67.94403384706536,-8.110000000000127,2020-10,2020
2020-10-26,Meta,1351.24,106.8,910.54,588.78,6270845,Bearish,39.51471494241978,-803.74,2020-10,2020
2020-11-07,Meta,1397.23,154.57,408.34,1478.8,28304163,Bullish,151.16342267060702,-253.76999999999998,2020-11,2020
2020-12-31,Meta,990.44,840.34,1237.38,1440.44,6090543,Bearish,-2.593995131187443,-397.0400000000001,2020-12,2020
2021-01-02,Meta,768.63,76.72,1021.21,1489.67,4505263,Bearish,3.417705701035789,-944.49,2021-01,2021
2021-01-04,Meta,1290.42,1352.84,993.99,846.96,9099773,Bearish,-43.1444548121396,358.8499999999999,2021-01,2021
2021-01-12,Meta,1127.56,1438.49,442.04,1039.05,40010484,Bearish,22.67993765939358,996.45,2021-01,2021
2021-01-17,Meta,609.42,1314.95,201.51,828.27,18187878,Bullish,-20.285838025119098,1113.44,2021-01,2021
2021-01-24,Meta,530.42,191.43,322.65,1052.47,41729810,Bearish,27.068468011638714,-131.21999999999997,2021-01,2021
2021-01-26,Meta,686.38,928.52,985.95,321.35,16990345,Bullish,-69.4670631942003,-57.430000000000064,2021-01,2021
2021-02-02,Meta,1117.12,1237.03,1090.4,1055.64,11310381,Bullish,228.5016337326902,146.62999999999988,2021-02,2021
2021-02-03,Meta,1466.17,60.55,728.04,185.99,34895237,Bullish,-82.38130423250351,-667.49,2021-02,2021
2021-02-06,Meta,297.52,916.66,272.97,618.18,45086436,Neutral,232.3727082101188,643.6899999999999,2021-02,2021
2021-02-09,Meta,1087.5,1332.14,101.44,1109.4,9297570,Neutral,79.46229253615455,1230.7,2021-02,2021
2021-02-14,Meta,62.43,929.6,843.51,1033.67,36685627,Bearish,-6.8262123670452475,86.09000000000003,2021-02,2021
2021-02-19,Meta,282.47,74.53,579.39,1494.0,16349557,Neutral,44.533555196532724,-504.86,2021-02,2021
2021-02-26,Meta,1235.6,1165.44,504.18,60.92,17004335,Bullish,-95.92235609103079,661.26,2021-02,2021
2021-03-04,Meta,1096.8,723.05,100.13,802.93,20483093,Bullish,1218.0072225869992,622.92,2021-03,2021
2021-03-16,Meta,1143.84,740.41,614.71,310.89,45122444,Bullish,-61.280559949186106,125.69999999999993,2021-03,2021
2021-03-17,Meta,1268.41,271.41,1001.26,1477.26,30365698,Neutral,375.1712824471678,-729.8499999999999,2021-03,2021
2021-03-26,Meta,319.72,364.89,1279.05,1482.96,27183950,Neutral,0.38584947808781855,-914.16,2021-03,2021
2021-03-27,Meta,1263.44,141.42,1390.27,1163.95,5601122,Bearish,-21.511706317095538,-1248.85,2021-03,2021
2021-03-30,Meta,392.74,1140.95,704.53,755.84,11858551,Bullish,-35.06250268482323,436.4200000000001,2021-03,2021
2021-04-01,Meta,1154.37,685.26,65.85,1455.84,35297020,Bullish,92.61219305673156,619.41,2021-04,2021
2021-04-07,Meta,326.77,1530.73,140.85,195.96,225621,Bullish,-86.53972964061984,1389.88,2021-04,2021
2021-04-11,Meta,1224.86,1142.26,84.37,286.22,24702768,Bullish,46.06042049397836,1057.8899999999999,2021-04,2021
2021-04-15,Meta,643.87,1529.65,785.93,426.14,1891823,Neutral,48.88547271329744,743.7200000000001,2021-04,2021
2021-04-17,Meta,223.4,802.99,333.99,1348.63,11919149,Bullish,216.47580607312156,469.0,2021-04,2021
2021-05-05,Meta,422.86,230.17,933.33,1115.6,49008936,Bullish,-17.279016483394273,-703.1600000000001,2021-05,2021
2021-05-13,Meta,110.47,935.6,1325.91,1385.23,12657784,Bullish,24.169057009680905,-390.31000000000006,2021-05,2021
2021-05-20,Meta,315.71,798.03,886.24,1042.19,42134014,Bullish,-24.764118594024097,-88.21000000000004,2021-05,2021
2021-05-26,Meta,649.45,336.01,741.21,1073.63,20515360,Bullish,3.016724397662629,-405.20000000000005,2021-05,2021
2021-05-29,Meta,942.46,1225.38,875.38,1480.21,20521166,Neutral,37.86965714445385,350.0000000000001,2021-05,2021
2021-06-03,Meta,956.58,1228.76,1275.85,706.07,28709220,Bullish,-52.2993359050405,-47.08999999999992,2021-06,2021
2021-06-06,Meta,1038.02,1018.53,66.07,628.86,1568055,Neutral,-10.935176398940616,952.46,2021-06,2021
2021-06-10,Meta,980.65,1342.48,129.76,376.64,43918251,Bearish,-40.107496104061326,1212.72,2021-06,2021
2021-06-23,Meta,111.41,958.84,356.69,169.87,31012541,Bullish,-54.89857689039932,602.1500000000001,2021-06,2021
2021-06-25,Meta,53.1,348.3,1317.62,703.79,34246616,Neutral,314.3109436628009,-969.3199999999999,2021-06,2021
2021-07-15,Meta,161.92,147.61,1371.87,751.47,7697072,Bearish,6.77474814930592,-1224.2599999999998,2021-07,2021
2021-07-26,Meta,158.37,1222.27,358.33,780.37,21683458,Bullish,3.8457955740082816,863.94,2021-07,2021
2021-08-19,Meta,1248.63,233.64,1062.45,376.19,33567201,Bullish,-51.79338006330331,-828.8100000000001,2021-08,2021
2021-08-29,Meta,573.46,507.83,1129.75,1048.04,45119070,Neutral,178.59326404210637,-621.9200000000001,2021-08,2021
2021-09-01,Meta,901.74,1547.63,583.29,153.83,35786169,Neutral,-85.32212510972863,964.3400000000001,2021-09,2021
2021-09-04,Meta,540.13,1073.33,1170.95,862.83,213147,Neutral,460.89839433140475,-97.62000000000012,2021-09,2021
